Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Furniture,Chairs,275.06,3.00,0.30,-90.38
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Art,27.36,9.00,0.00,9.30
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,44.75,5.00,0.00,20.59
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Technology,Phones,134.99,1.00,0.00,36.45
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,26.40,5.00,0.00,12.67
Standard Class,Corporate,United States,Baltimore,Maryland,21215,East,Furniture,Chairs,542.94,3.00,0.00,141.16
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Tables,71.09,2.00,0.20,-1.78
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,27.40,9.00,0.80,-42.46
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,13.46,1.00,0.80,-23.55
Same Day,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Labels,11.84,1.00,0.20,4.44
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,35.88,6.00,0.00,17.58
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Envelopes,40.75,3.00,0.20,15.28
First Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,139.96,5.00,0.20,-22.74
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,2.62,1.00,0.20,0.30
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Tables,136.53,1.00,0.40,-52.34
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,263.96,1.00,0.20,42.89
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Supplies,11.64,3.00,0.00,3.38
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,40.18,3.00,0.20,14.56
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,79.44,3.00,0.00,30.19
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,357.93,3.00,0.00,7.16
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,127.76,2.00,0.10,21.29
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Copiers,2799.94,7.00,0.20,1014.98
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3.00,0.00,9.33
Same Day,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,36.79,1.00,0.20,4.14
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,5.94,3.00,0.00,1.60
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,177.55,5.00,0.00,47.94
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Accessories,619.95,5.00,0.00,111.59
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Technology,Phones,29.16,3.00,0.00,8.46
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Envelopes,57.96,7.00,0.00,27.24
Second Class,Corporate,United States,Ann Arbor,Michigan,48104,Central,Office Supplies,Appliances,29.40,3.00,0.10,5.23
Second Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,81.40,5.00,0.00,21.16
First Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Fasteners,8.72,5.00,0.20,2.29
First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,91.18,3.00,0.20,4.56
First Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Accessories,159.97,4.00,0.20,29.99
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,12.96,2.00,0.00,6.22
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,331.54,3.00,0.20,-82.88
First Class,Corporate,United States,New York City,New York,10011,East,Technology,Accessories,899.91,9.00,0.00,395.96
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Technology,Phones,946.34,7.00,0.20,118.29
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Technology,Accessories,178.11,3.00,0.00,32.06
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Appliances,1089.75,3.00,0.00,305.13
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Labels,61.06,2.00,0.00,28.09
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Furniture,Bookcases,459.92,4.00,0.00,41.39
Standard Class,Consumer,United States,Madison,Wisconsin,53711,Central,Office Supplies,Paper,27.52,4.00,0.00,12.66
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Bookcases,638.82,9.00,0.00,185.26
First Class,Corporate,United States,Milford,Connecticut,6460,East,Office Supplies,Supplies,30.69,3.00,0.00,7.98
First Class,Corporate,United States,Milford,Connecticut,6460,East,Furniture,Furnishings,25.16,2.00,0.00,8.55
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,13.92,3.00,0.20,4.87
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,19.36,2.00,0.00,9.29
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,19.30,2.00,0.00,5.79
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,38.38,3.00,0.20,13.43
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,12.96,2.00,0.00,6.35
First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,26.48,1.00,0.00,10.06
First Class,Corporate,United States,Fairfield,California,94533,West,Technology,Machines,532.72,2.00,0.20,53.27
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,26.72,4.00,0.00,12.83
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,20.04,3.00,0.00,9.62
First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Storage,795.48,7.00,0.00,7.95
First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,21.56,7.00,0.00,6.90
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Phones,249.58,2.00,0.20,31.20
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,68.11,3.00,0.20,17.88
Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,16.56,3.00,0.20,-2.48
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,74.95,5.00,0.00,36.73
Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,355.46,3.00,0.50,-184.84
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,44.40,3.00,0.00,22.20
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,20.65,5.00,0.00,9.50
Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,866.40,4.00,0.00,225.26
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,5.56,2.00,0.00,1.45
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,3.16,4.00,0.80,-8.53
Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,1999.96,5.00,0.20,624.99
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,46.15,3.00,0.20,12.11
First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,32.99,3.00,0.50,-1.98
Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Storage,481.32,4.00,0.00,125.14
Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,6.38,1.00,0.20,2.15
First Class,Consumer,United States,Lake Forest,California,92630,West,Office Supplies,Appliances,542.94,3.00,0.00,152.02
First Class,Consumer,United States,Lake Forest,California,92630,West,Furniture,Furnishings,54.92,4.00,0.00,19.77
First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,1448.82,10.00,0.10,209.27
Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,353.88,6.00,0.00,17.69
Standard Class,Consumer,United States,Redding,California,96003,West,Technology,Phones,333.58,3.00,0.20,25.02
Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,60.14,6.00,0.20,20.30
Second Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,85.20,6.00,0.20,20.24
Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Labels,3.15,1.00,0.00,1.51
Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,22.72,4.00,0.00,10.22
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,14.91,3.00,0.00,4.62
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,1158.12,4.00,0.00,335.85
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,599.99,1.00,0.00,234.00
Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Storage,23.97,2.00,0.20,2.40
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,638.29,7.00,0.20,-31.91
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,13.21,1.00,0.20,4.62
Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Binders,15.53,3.00,0.20,5.82
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,104.85,1.00,0.00,50.33
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,30.48,3.00,0.00,7.92
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,112.65,1.00,0.20,11.26
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,71.98,3.00,0.20,24.29
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Art,2.21,1.00,0.00,0.60
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Envelopes,15.52,4.00,0.00,7.45
Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Paper,36.44,4.00,0.00,16.40
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,217.76,6.00,0.70,-384.72
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Supplies,39.07,6.00,0.20,4.40
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,22.64,7.00,0.70,-16.60
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,95.14,7.00,0.20,10.70
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,12.32,5.00,0.20,1.85
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,4.42,3.00,0.70,-3.09
First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Fasteners,35.00,7.00,0.00,16.80
First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Chairs,72.78,1.00,0.20,0.00
First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Appliances,97.84,2.00,0.00,25.44
First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Furnishings,51.75,1.00,0.00,15.53
First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Binders,46.67,2.00,0.20,16.34
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,1395.54,9.00,0.00,362.84
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,117.36,4.00,0.00,36.38
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,18.90,3.00,0.00,8.69
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,77.52,2.00,0.00,37.98
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,421.37,2.00,0.30,-6.02
First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,575.97,4.00,0.20,43.20
First Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,10.37,2.00,0.20,3.63
First Class,Consumer,United States,Thousand Oaks,California,91360,West,Technology,Phones,15.98,2.00,0.20,1.20
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,10.27,3.00,0.20,1.16
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,61.79,4.00,0.20,6.18
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,206.00,3.00,0.32,-27.26
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,12.19,3.00,0.20,4.11
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Appliances,87.17,2.00,0.20,8.72
Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,31.74,2.00,0.20,8.33
Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,132.22,4.00,0.20,-18.18
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Paper,105.52,4.00,0.00,48.54
Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Furnishings,91.96,2.00,0.00,15.63
Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,1487.98,3.00,0.20,186.00
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3.00,0.00,9.33
First Class,Consumer,United States,Tampa,Florida,33614,South,Technology,Accessories,11.67,1.00,0.20,-0.73
Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,279.96,4.00,0.00,78.39
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,12.91,3.00,0.20,4.68
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,17.09,4.00,0.20,5.77
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,93.15,9.00,0.00,44.71
Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,11.52,4.00,0.00,5.64
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Supplies,238.62,2.00,0.00,4.77
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,7.77,1.00,0.00,2.10
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,285.48,5.00,0.20,-10.71
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,19.17,4.00,0.20,6.47
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,26.14,3.00,0.20,1.96
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,419.40,4.00,0.00,201.31
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,90.80,1.00,0.10,14.12
Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,181.76,2.00,0.10,-8.08
Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,5.56,2.00,0.00,2.22
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Tables,581.96,2.00,0.00,104.75
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,29.98,1.00,0.00,8.09
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,519.96,4.00,0.00,176.79
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Labels,6.26,3.00,0.20,2.04
Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Chairs,363.92,5.00,0.20,0.00
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,64.20,5.00,0.70,-42.80
Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,38.52,3.00,0.70,-26.96
Standard Class,Consumer,United States,Miami,Florida,33178,South,Technology,Accessories,72.60,5.00,0.20,-8.17
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,57.57,4.00,0.20,5.76
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,83.70,5.00,0.00,3.35
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,32.40,5.00,0.00,15.55
Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,47.98,2.00,0.00,11.04
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,415.97,4.00,0.20,52.00
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,304.90,5.00,0.00,6.10
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,80.96,4.00,0.00,29.15
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,777.21,7.00,0.00,54.40
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,32.40,5.00,0.00,15.55
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,225.57,2.00,0.20,2.82
Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,36.60,3.00,0.00,15.37
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,715.64,2.00,0.00,178.91
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Storage,795.51,3.00,0.00,143.19
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Technology,Copiers,549.99,1.00,0.00,275.00
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Binders,74.76,3.00,0.00,34.39
Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Furniture,Furnishings,29.22,3.00,0.00,12.86
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,9.64,2.00,0.00,4.72
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,33.49,7.00,0.20,-1.26
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,23.04,3.00,0.20,-4.90
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.36,1.00,0.80,-2.18
Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,14.76,5.00,0.60,-11.44
Second Class,Consumer,United States,Concord,California,94521,West,Furniture,Bookcases,239.67,2.00,0.15,14.10
Standard Class,Consumer,United States,Conway,Arkansas,72032,South,Furniture,Tables,301.96,2.00,0.00,45.29
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,7.97,2.00,0.20,2.89
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,109.92,2.00,0.00,53.86
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,19.44,3.00,0.00,9.33
Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,11.16,2.00,0.00,4.35
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Appliances,79.47,3.00,0.00,22.25
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,4.56,2.00,0.00,2.01
Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Furniture,Chairs,1133.35,5.00,0.00,294.67
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,4.67,1.00,0.20,0.58
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,104.58,6.00,0.70,-80.18
Standard Class,Home Office,United States,Cheyenne,Wyoming,82001,West,Furniture,Chairs,1603.14,4.00,0.20,100.20
Same Day,Corporate,United States,Anaheim,California,92804,West,Furniture,Tables,1293.49,7.00,0.20,80.84
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,127.95,3.00,0.00,21.75
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,59.76,1.00,0.00,16.73
Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,108.08,7.00,0.00,54.04
Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,9.54,3.00,0.00,4.39
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,11.74,3.00,0.20,1.03
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,447.86,7.00,0.00,219.45
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,17.94,3.00,0.00,8.79
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Appliances,245.88,6.00,0.00,68.85
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,192.16,4.00,0.00,92.24
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,801.57,2.00,0.20,50.10
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Paper,368.91,9.00,0.00,180.77
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,885.53,9.00,0.20,-99.62
Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,28.28,2.00,0.00,7.35
Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,4912.59,3.00,0.00,196.50
Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,14.35,3.00,0.20,5.02
Same Day,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,179.97,3.00,0.00,86.39
First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,42.76,1.00,0.00,11.12
Standard Class,Consumer,United States,Owensboro,Kentucky,42301,South,Office Supplies,Paper,45.68,2.00,0.00,21.01
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,25.06,2.00,0.00,11.78
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,38.43,1.00,0.20,13.45
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,21.57,2.00,0.20,1.62
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,81.58,3.00,0.20,2.04
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,2.78,1.00,0.00,1.36
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,99.87,3.00,0.00,23.97
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,44.40,3.00,0.00,22.20
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,21.40,5.00,0.00,9.63
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,71.12,4.00,0.00,22.05
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,259.96,4.00,0.00,124.78
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,9.78,1.00,0.00,4.89
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,24.19,9.00,0.20,7.56
Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,31.56,3.00,0.00,10.41
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,59.94,3.00,0.00,28.17
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,45.36,4.00,0.00,22.23
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,26.40,5.00,0.00,12.67
Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,41.40,4.00,0.00,19.87
Same Day,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,16.95,1.00,0.00,1.02
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,24.70,2.00,0.20,9.26
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,59.70,3.00,0.00,26.87
Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Furnishings,14.52,3.00,0.00,5.66
Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,104.18,3.00,0.20,33.86
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,46.53,3.00,0.00,13.03
Second Class,Corporate,United States,Owensboro,Kentucky,42301,South,Office Supplies,Supplies,25.50,3.00,0.00,6.63
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,14.90,5.00,0.00,1.04
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,87.71,7.00,0.00,41.22
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,199.76,2.00,0.10,8.88
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,94.60,4.00,0.00,27.43
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,4228.70,6.00,0.20,158.58
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,2003.92,5.00,0.20,-25.05
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,209.97,3.00,0.00,58.79
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,659.90,2.00,0.00,217.77
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,110.96,2.00,0.00,53.26
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,67.80,4.00,0.00,1.36
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Tables,313.18,2.00,0.40,-120.05
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,22.96,7.00,0.00,6.66
Standard Class,Corporate,United States,Bellingham,Washington,98226,West,Technology,Accessories,1099.50,10.00,0.00,362.84
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Furniture,Tables,1215.92,8.00,0.00,316.14
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Labels,7.31,1.00,0.00,3.44
Standard Class,Corporate,United States,Fayetteville,Arkansas,72701,South,Furniture,Furnishings,8.92,4.00,0.00,3.92
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Bookcases,87.21,3.00,0.50,-45.35
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.55,3.00,0.20,5.44
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,683.99,2.00,0.40,-114.00
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,13.39,3.00,0.20,1.00
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,16.78,3.00,0.20,4.82
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,527.92,2.00,0.20,85.79
Same Day,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,25.40,5.00,0.00,8.64
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,177.48,3.00,0.20,19.97
Same Day,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,71.98,3.00,0.20,9.00
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Technology,Phones,95.99,1.00,0.20,9.60
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Labels,13.22,4.00,0.20,4.30
Second Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Accessories,435.84,12.00,0.00,130.75
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.88,2.00,0.00,1.59
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,211.17,4.00,0.20,18.48
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,6.28,1.00,0.00,2.64
